caderno_numero,tec_id,banca,concurso,ano,enunciado,alternativas,gabarito,unidades,artigos,uso_pedagogico,situacao_juridica,confianca,arquivo_origem,pagina,status_banco,motivo_banco,revisao_manual,importar_agora
912,1254876,CAIPIMES,Psic (Pref St André)/Pref Santo André/2012,2012,"A dimensão jurídico- política da profissão caracteriza-se por um aparato estritamente profissional e outro, de caráter mais abrangente. Esse último envolve o conjunto de leis (a legislação social) advindas do capítulo da Ordem Social da CF, que, embora não exclusivo da profissão, a ela diz respeito tanto pela sua implementação por assistentes sociais em suas áreas de intervenção quanto pela participação que tiveram as vanguardas profissionais na construção e aprovação das leis e no reconhecimento dos direitos na legislação social por parte do Estado. Joaquina Barata Teixeira e Marcelo Braz. O projeto ético-político do Serviço Social. In: CFESS/ABEPSS. Serviço Social: direitos sociais e competências profissionais. Brasília: 2009, p.192 (com adaptações). Considerando o tema abordado pelo texto acima, julgue o item subsequente. De acordo com a Lei Maria da Penha, a violência contra a mulher caracteriza-se pela lesão corporal, de modo que um dano patrimonial, por exemplo, não pode caracterizar ato de violência doméstica e familiar contra a mulher. Certo Errado",,Errado,U1,,PRATICA_UNIDADE,ATUAL,media,Caderno Lei Maria da Penha - 800 ao 1000.pdf,23,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
921,802381,FGR,GM (Pref Congonhas)/Pref Congonhas/2012,2012,"Relativamente aos delitos de violência doméstica previstos na Lei nº 11.340/2006 (Lei Maria da Penha), considere as assertivas abaixo. I – As agressões perpetradas de irmão contra irmã e de nora contra sogra se subsumem à Lei Maria da Penha. II – Processar e julgar maus-tratos cometidos pelos pais adotivos contra a filha criança não é de Violência Doméstica e Familiar contra a Mulher. III – Aplica-se aos crimes praticados com violência doméstica a mulher a Lei nº 9.099/1995 (Lei dos Juizados Especiais Criminais), quando a pena máxima prevista dor inferior a 2 (dois) anos. Quais são corretas?","a) Apenas I | b) Apenas II | c) Apenas III | d) Apenas I e II | e) I, II e III",D,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,25,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
926,2951436,COPS UEL,AgUniProf (UEL)/UEL/Cirurgião Dentista/2010,2010,"A farmacêutica Maria da Penha Maia Fernandes foi homenageada com o vínculo de seu nome à lei 11.340. Ela foi agredida pelo marido durante seis anos. Em 1983, por duas vezes, ele tentou assassiná-la. Na primeira com arma de fogo, deixando-a paraplégica, e na segunda por eletrocução e afogamento. O marido de Maria da Penha só foi punido depois de 19 anos de julgamento e ficou apenas dois anos em regime fechado. A lei 11.340, de 07 de agosto de 2006, criou mecanismos para coibir a violência doméstica e familiar contra a mulher. Nos termos da Lei Maria da Penha é INCORRETO afirmar:","a) A violência doméstica e familiar contra a mulher constitui uma das formas de violação do direitos humanos. | b) No atendimento à mulher em situação de violência doméstica e familiar, a autoridade policial deverá encaminhar a ofendida ao hospital ou posto de saúde e ao Instituto Médico Legal. | c) Configura violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte, lesão, sofrimento físico, sexual ou pisicológico e dano moral ou patrimonial. | d) Para os processos regidos pela Lei Maria da Penha, é corretamente, independente da opção da ofendida, o Juizado do seu domicílio ou de sua residência.",D,,,BANCO_GERAL_MISSAO_FINAL,ATUAL,media,Caderno Lei Maria da Penha - 800 ao 1000.pdf,26,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
941,1714489,CCC IFCE,Ass (IF CE)/IF CE/Alunos/2009,2009,"Sobre a Lei Maria da Penha, é incorreto afirmar.","a) Inserem-se no âmbito de aplicação da Lei as relações entre ex-namorados, ainda que não tenha havido convivência. | b) Crime de violência doméstica, praticado contra a mulher a bordo de aeronave, será julgado perante a Justiça Estadual. | c) A Lei nº 11.340/06 não previu rito diferenciado. | d) Apelação interposta contra sentença prolatada por Juizado de violência doméstica e familiar contra a mulher será julgada pelo Tribunal de Justiça respectivo. | e) A Lei supra fugiu da ratio essendi original, de destinar especial cuidado às vítima maltratadas por seus parceiros, abarcando relações homoafetivas entre mulheres.",B,,,BANCO_GERAL_MISSAO_FINAL,ATUAL,media,Caderno Lei Maria da Penha - 800 ao 1000.pdf,30,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
943,686025,FCC,Prom Jus (MPE PE)/MPE PE/2008,2008,"Relativamente à Lei Maria da Penha (11.340/2006), assinale a afirmativa incorreta.","a) Considera-se violência doméstica e familiar contra a mulher, entre outras condutas, a conduta que configure destruição parcial ou total de seus objetos, instrumentos de trabalho, bens, valores e direitos ou recursos econômicos, incluindo os destinados a satisfazer suas necessidades. | b) A Lei Maria da Penha (11.340/2006) não considera violência doméstica contra a mulher a omissão baseada no gênero que lhe cause sofrimento apenas psicológico em uma relação íntima de afeto, na qual o agressor conviva ou tenha convivido com a ofendida. | c) Constatada a prática de violência doméstica e familiar contra a mulher, nos termos da lei, o juiz poderá aplicar, de imediato, ao agressor, em conjunto ou separadamente, medidas protetivas de urgência, dentre elas o afastamento do lar, proibição de aproximação da ofendida e a prestação de alimentos provisórios. | d) É vedada a aplicação, nos casos de violência doméstica e familiar contra a mulher, de penas de cesta básica ou outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa. | e) Nas ações penais públicas condicionadas à representação da ofendida de que trata essa lei, só será admitida a renúncia à representação perante o juiz, em audiência especialmente designada com tal finalidade, antes do recebimento da denúncia e ouvido o Ministério Público.",B,,,BANCO_GERAL_MISSAO_FINAL,ATUAL,media,Caderno Lei Maria da Penha - 800 ao 1000.pdf,30,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
945,2184657,VUNESP,Prom Jus (MPE SP)/MPE SP/2008,2008,"A respeito da prisão preventiva e com base no entendimento atual do STJ acerca dessa matéria, julgue o próximo item. A possibilidade real de o acusado de prática de crime contra a mulher no âmbito doméstico e familiar cumprir ameaças de morte dirigidas a sua ex-esposa basta como fundamento para a sua segregação, sobretudo ante a disciplina protetiva da Lei Maria da Penha, que visa a proteção da saúde mental e física da mulher. Certo Errado",,Certo,U4,,PRATICA_UNIDADE,ATUAL,media,Caderno Lei Maria da Penha - 800 ao 1000.pdf,30,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
947,1060353,INSTITUTO OPET,Asst (CM Curitiba)/CM Curitiba/Social/2007,2007,"A Lei nº 11.340, de 07 de Agosto de 2006, cria mecanismos para coibir a violência doméstica e familiar contra a mulher, nos termos do § 8º do art. 226 da Constituição Federal, da Convenção sobre a Eliminação de Todas as Formas de Discriminação contra as Mulheres e da Convenção Interamericana para Prevenir, Punir e Erradicar a Violência contra a Mulher; dispõe sobre a criação dos Juizados de Violência Doméstica e Familiar contra a Mulher; altera o Código de Processo Penal, o Código Penal e a Lei de Execução Penal e dá outras providências. Com supedâneo nesta afirmativa assinale a única opção CORRETA:","a) são formas de violência doméstica e familiar contra a mulher, entre outras a violência moral, entendida como qualquer conduta que configure calúnia, difamação ou injúria. | b) no atendimento à mulher em situação de violência doméstica e familiar, a autoridade policial deverá fornecer proteção referente à sua segurança pessoal, não incluindo nestes procedimentos acompanhar a ofendida para assegurar a retirada de seus pertences do local da ocorrência ou do domicílio familiar. | c) dependendo da gravidade da violência doméstica e familiar contra a mulher, feito o registro da ocorrência, poderá a autoridade policial, no caso específico, adotar procedimentos determinando que se proceda ao exame de corpo de delito da ofendida. | d) como medida protetiva de urgência à ofendida, poderá o juiz, quando necessário, sem prejuízo de outras medidas, determinar o afastamento da ofendida do lar, sem determinar a separação de corpos, por tratar-se tal separação de matéria de direito civil.",A,U1,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,31,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
949,3803406,FGV,Del Pol (PC PI)/PC PI/2026,2026,"A assistência à mulher em situação de violência doméstica e familiar, conforme previsto na Lei nº 11.340/2006 (Lei Maria da Penha), constitui um dever do Estado e um direito fundamental à dignidade e à integridade física e psicológica da vítima. Segundo Saffioti (2004, p. 132), “a violência contra a mulher é uma expressão das relações desiguais de poder entre os sexos, sustentadas por uma cultura patriarcal que naturaliza a dominação masculina”. Assim, a assistência deve ultrapassar o atendimento emergencial, promovendo a reconstrução da cidadania e o empoderamento das mulheres. Fonte: SAFFIOTI, Heleieth I. B. Gênero, patriarcado, violência São Paulo: Fundação Perseu Abramo, 2004. Disponível em: http://dspace.sistemas.mpba.mp.br/jspui/handle/123456789/754. Acesso em: 28 de out de 2025. De acordo com esse contexto e o que trata a Lei nº 11.340/2006 (e suas atualizações), marque a alternativa CORRETA.","a) O juiz assegurará à mulher em situação de violência doméstica e familiar, para preservar sua integridade física e psicológica, a manutenção do seu vínculo trabalhista e, quando necessário, o afastamento do local de trabalho por até um ano. | b) O juiz somente poderá assegurar à mulher servidora pública vítima de violência doméstica e familiar prioridade remoção do local de trabalho, quando houver comprovação de lesão corporal, de forma a garantir que ela se afaste do ambiente que representa risco à sua segurança e possa reconstruir sua rotina com dignidade e proteção efetiva. | c) Os dispositivos de segurança destinados a situações de perigo iminente, disponibilizados para o monitoramento de vítimas de violência doméstica ou familiar amparadas por medidas protetivas terão seus custos ressarcidos pelo agressor. | d) Aquele que, por ação ou omissão, causar lesão ou dano à mulher, nos casos específicos de violência física e sexual, ficará obrigado a ressarcir integralmente todos os prejuízos decorrentes, inclusive a restituir ao Sistema Único de Saúde (SUS), conforme a tabela oficial, os custos relativos aos serviços de saúde prestados para o tratamento completo das vítimas de violência doméstica e familiar. | e) A mulher em situação de violência doméstica e familiar possui prioridade para matricular seus dependentes em instituições de educação básica próximas ao seu domicílio, bem como para transferi-los para tais instituições, sem a exigência de apresentação de documentos comprobatórios da ocorrência policial, visando à preservação da integridade física e psicológica de seus dependentes.",C,U2,,PRATICA_UNIDADE,ATUAL,media,Caderno Lei Maria da Penha - 800 ao 1000.pdf,31,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
950,3818504,FUNDATEC,GM (Pref Araquari)/Pref Araquari/2026,2026,"A Lei Maria da Penha criou mecanismos para coibir e prevenir a violência doméstica e familiar contra a mulher, nos termos da Constituição Federal, da Convenção sobre a Eliminação de Todas as Formas de Violência contra a Mulher, da Convenção Interamericana para Prevenir, Punir e Erradicar a Violência contra a Mulher e de outros tratados internacionais ratificados pela República Federativa do Brasil. Nesse cenário, considerando as disposições da Lei nº 11.340/2006, a política pública que visa coibir a violência doméstica e familiar contra a mulher far-se-á por meio de um conjunto articulado de ações da União, dos Estados, do Distrito Federal e dos Municípios e de ações não-governamentais, tendo as seguintes diretrizes, à exceção de uma. Assinale-a.","a) A promoção de estudos e pesquisas, estatísticas e outras informações relevantes, com a perspectiva de gênero e de raça ou etnia, concernentes às causas, às consequências e à frequência da violência doméstica e familiar contra a mulher, para a sistematização de dados, a serem unificados nacionalmente, e a avaliação periódica dos resultados das medidas adotadas. | b) A celebração de convênios, protocolos, ajustes, termos ou outros instrumentos de promoção de parceria entre órgãos governamentais ou entre estes e entidades não governamentais, tendo por objetivo a implementação de programas de erradicação da violência doméstica e familiar contra a mulher. | c) O destaque, facultativo no currículo escolar do ensino fundamental, e obrigatório no currículo escolar do ensino médio, para os conteúdos relativos aos direitos humanos, à equidade de gênero e de raça ou etnia e ao problema da violência doméstica e familiar contra a mulher. | d) A integração operacional do Poder Judiciário, do Ministério Público e da Defensoria Pública com as áreas de segurança pública, assistência social, saúde, educação, trabalho e habitação. | e) A implementação de atendimento policial especializado para as mulheres, em particular nas Delegacias de Atendimento à Mulher.",C,U2,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,31,PROBLEMATICA,"TEC ID 3818504 colide com questoes.id=671 no banco, mas o enunciado e as alternativas sao INTEIRAMENTE diferentes (671 = deveres da autoridade policial no atendimento imediato, art. 11; caderno 950 = diretrizes da politica publica do art. 8o) -- indica residuo do mesmo bug de deslocamento de metadados ja identificado na auditoria (item 0), agora batendo em cima de um tec_id que ja existe no banco por outra questao. Nao pode ser tratado como JA_EXISTE (perderia uma questao nova) nem como NOVA_CONFIRMADA (importaria com tec_id duplicado/nao confiavel). Requer checagem visual manual direta no PDF antes de qualquer decisao.",true,nao
954,3791633,Instituto AOCP,Pol Pen (DEPEN MG)/DEPEN MG/2026,2026,"Ao tomar conhecimento da prática de violência doméstica e familiar contra a mulher, a autoridade policial deverá adotar providências imediatas. De acordo exclusivamente com a Lei Maria da Penha, assinale a alternativa que apresenta uma dessas providências.",a) Registrar a ocorrência e aguardar manifestação do Ministério Público para adoção de medidas. | b) Informar à vítima seus direitos e os serviços disponíveis de atendimento. | c) Encaminhar a vítima ao Instituto Médico-Legal apenas se houver lesão corporal grave. | d) Conceder diretamente as medidas protetivas de urgência. | e) Aguardar representação formal da vítima para iniciar qualquer procedimento.,B,U3,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,32,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
955,3771993,Unifil,Psi (Pref Amélia)/Pref Amélia/II/2026,2026,"Em municipio que nao e sede de comarca, Bruna aciona a policia as 2h30min, relatando que seu companheiro, embriagado, a ameaçou de morte e quebrou objetos da casa. A equipe policial se dirige ao local e constata risco atual à integridade fisica da ofendida. No momento da ocorrencia, não há delegado disponível, e o plantao judicial ainda nao foi instalado. Nessa situação, conforme a Lei n° 11.340/2006, é correto afirmar que o agressor devera ser imediatamente afastado do lar por determinacao","a) do Chefe de Cartório, mediante decisão liminar ad referendum da autoridade judicial competente. | b) do Delegado de Polícia da comarca vizinha, com posterior comunicação ao juízo. | c) do policial que atendeu à ocorrência, diante da ausencia de delegado e por não se tratar de sede de comarca. | d) do membro do Ministério Público, por meio de requisição à autoridade policial.",C,U3,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,32,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
956,4042000,CEBRASPE (CESPE),Alun Of (PM DF)/PM DF/2026,2026,A Lei Maria da Penha prevê que o agressor pode ser afastado do lar quando,"a) verificada a existência de risco atual ou iminente à vida ou à integridade física ou psicológica da mulher em situação de violência doméstica e familiar, ou de seus dependentes. | b) verificada a existência de risco iminente apenas. | c) o risco envolver exclusivamente a integridade patrimonial da mulher. | d) verificada o risco exclusivamente físico à mulher, não se aplicando a situações de risco psicológico ou aos seus dependentes. | e) o risco envolver exclusivamente os dependentes da mulher, não sendo aplicáveis nos casos de ameaça direta à integridade dela.",A,,,BANCO_GERAL_MISSAO_FINAL,ATUAL,baixa,Caderno Lei Maria da Penha - 800 ao 1000.pdf,33,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
957,3949276,IBFC,Prof (SEC BA)/SEC BA/Orientador de Estágio em Saúde/Enfermagem/2026,2026,"De acordo com a Lei Maria da Penha, assinale a opção correta.","a) Feito o registro da ocorrência, em todos os casos de violência doméstica e familiar contra a mulher, a autoridade policial deverá, de imediato, colher todas as provas que servirem para o esclarecimento do fato e de suas circunstâncias. | b) A autoridade policial que tomar conhecimento da ocorrência durante o atendimento policial somente adotará as providências legais cabíveis quando da confirmação da prática de violência doméstica e familiar contra a mulher. | c) A autoridade policial que atender uma mulher em situação de violência doméstica deverá garantir a imediata proteção policial da vítima e comunicar o fato ao Ministério Público e ao Poder Judiciário no prazo de 24 horas. | d) Feito o registro da ocorrência, nos casos de violência física contra a mulher, a autoridade policial deverá remeter, no prazo de 24 horas, expediente apartado ao juiz com o pedido da ofendida para concessão de medidas protetivas de urgência. | e) Verificada a existência de risco à vida da mulher em situação de violência doméstica ou familiar, caberá ao policial, em qualquer hipótese, afastar imediatamente o agressor do lar de convivência com a ofendida.",A,U3,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,33,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
960,3803957,FGV,Of Inv Pol (PC PI)/PC PI/2026,2026,"A Lei Maria da Penha (Lei nº 11.340/2006) estabelece que a assistência à mulher em situação de violência doméstica e familiar deve ser prestada de forma articulada, integrando princípios da assistência social, da saúde e da segurança pública. No que concerne às determinações que o juiz deve assegurar à mulher vítima de violência para a preservação da sua integridade física e psicológica, assim como para a garantia do seu atendimento integral, a Lei Maria da Penha dispõe que","a) a manutenção do vínculo laboral, em caso de necessidade de afastamento do local de trabalho, será garantida pelo prazo mínimo de doze meses. | b) o acesso prioritário à remoção é um direito garantido a todas as trabalhadoras ofendidas, independentemente de serem do setor público ou privado. | c) a assistência compreenderá o acesso aos benefícios do desenvolvimento científico e tecnológico, incluindo a profilaxia das Doenças Sexualmente Transmissíveis (DST). | d) a inclusão da mulher no cadastro de programas assistenciais do governo deve ser determinada pela autoridade judiciária por prazo indeterminado.",C,U2,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,33,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
961,3475690,CEBRASPE (CESPE),Tec SS (CAESB)/CAESB/Técnico de Edificações/2025,2025,"Maria, residente e domiciliada no diminuto Município Alfa, vem sendo vítima de frequentes agressões perpetradas pelo seu companheiro Caio. Registre-se que, em razão dos eventos, Maria procurou, com urgência, o auxílio das autoridades públicas competentes. Nesse caso, considerando as disposições da Lei nº 11.340/2006, verificada a existência de risco atual ou iminente à vida ou à integridade física ou psicológica da mulher em situação de violência doméstica e familiar, o agressor será imediatamente afastado do lar, domicílio ou local de convivência com a ofendida, pelo (a)","a) autoridade judicial; pelo Promotor de Justiça, quando o Município não for sede de comarca; ou pelo delegado de polícia, quando o Município não for sede de comarca e não houver representante do Ministério Público disponível no momento da denúncia. | b) autoridade judicial; pelo delegado de polícia, quando o Município não for sede de comarca; ou pelo policial, quando o Município não for sede de comarca e não houver delegado disponível no momento da denúncia. | c) Promotor de Justiça; pelo delegado de polícia, quando o Município não for sede de comarca; ou pelo policial, quando o Município não for sede de comarca e não houver delegado disponível no momento da denúncia. | d) Promotor de Justiça; ou pelo delegado de polícia, quando o Município não for sede de comarca. | e) autoridade judicial; ou pelo Promotor de Justiça, quando o Município não for sede de comarca.",B,U3,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,34,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
962,3542689,IBADE,ASoc EEC (Pref Rolim de Moura)/Pref Rolim de Moura/2025,2025,"Segundo a Lei Maria da Penha (Lei n.º 11.340/2006), em caso de risco atual ou iminente à vida ou à integridade física ou psicológica da mulher em situação de violência doméstica e familiar, o afastamento imediato do agressor do lar de convivência com a ofendida pode ser determinado","a) somente pela autoridade judicial. | b) somente pela autoridade judicial e pelo delegado de polícia, em qualquer situação. | c) pelo delegado de polícia, quando o município não for sede de comarca. | d) pelo policial, em qualquer situação. | e) somente pelo policial, quando o município não for sede de comarca.",C,U3,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,34,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
964,3462034,AVANÇASP,Psic (FUSAM)/FUSAM/Sem Área/2025,2025,"A Lei Maria da Penha, Lei Federal nº 11.340/2006, cria mecanismos para coibir a violência doméstica e familiar contra a mulher. Tendo em vista a importância de entender e se aproximar dessa lei e dos seus mecanismos, nos processos de trabalho em que se inserem os assistentes sociais, assinale a afirmativa correta.","a) A violência estrutural é aquela entendida como qualquer conduta que ofenda sua integridade ou saúde corporal. | b) A violência psicológica e patrimonial é entendida como qualquer conduta que configure calúnia, difamação ou injúria. | c) A política pública que visa coibir a violência doméstica e familiar contra a mulher far-se-á exclusivamente por meio das ações da União no âmbito do governo federal. | d) Na hipótese da iminência ou da prática de violência doméstica e familiar contra a mulher, a autoridade policial que tomar conhecimento da ocorrência adotará, de imediato, as providências legais cabíveis.",D,U3,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,34,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
965,3606498,CEBRASPE (CESPE),AJ (TJ PA)/TJ PA/Serviço Social/2025,2025,"De acordo com a legislação vigente, aquele que, por ação ou omissão, causar lesão, violência física, sexual ou psicológica, e dano moral ou patrimonial a uma mulher fica obrigado a:","a) Ressarcir os danos psicológicos, incluindo o pagamento de sessões de acompanhamento psicológico para a vítima. | b) Ressarcir todos os danos causados, inclusive ressarcir ao Sistema Único de Saúde (SUS), pelos custos relativos aos serviços de saúde prestados para o total tratamento das vítimas. | c) Ressarcir exclusivamente os danos morais e materiais comprovados pela vítima, sem outras obrigações. | d) Realizar o pagamento de um benefício mensal à vítima enquanto durar o tratamento médico ou psicológico. | e) Contratar serviços privados de saúde e assistência para atender à vítima, a critério dela.",B,U2,,PRATICA_UNIDADE,ATUAL,media,Caderno Lei Maria da Penha - 800 ao 1000.pdf,34,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
967,3606496,CEBRASPE (CESPE),AJ (TJ PA)/TJ PA/Serviço Social/2025,2025,"De acordo com a Lei Maria da Penha (Lei nº 11.340/2006), após o registro da ocorrência de violência doméstica e familiar contra a mulher, a autoridade policial deverá, de imediato, sem prejuízo dos demais procedimentos legais,","a) ouvir a ofendida, lavrar o boletim de ocorrência e tomar a representação a termo, se apresentada. | b) remeter os autos ao juiz, no prazo de até 36 horas e solicitar, diretamente ao juízo, a decretação da prisão preventiva do agressor. | c) solicitar autorização judicial para a realização do exame de corpo de delito e ouvir o agressor após a manifestação do Ministério Público. | d) requerer a autorização para proceder com a oitiva das testemunhas indicadas pela ofendida e das partes. | e) manter a ofendida em ambiente isolado pelo prazo de 48 horas para que não tenha contato com o agressor nesse período.",A,U3,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,35,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
969,3605442,Legatus,GCM (Pref Piripiri)/Pref Piripiri/2025,2025,"Analise as seguintes asserções e a relação proposta entre elas, tendo por referência a Lei no 11.340/2006, Lei Maria da Penha: I. A política pública que visa coibir a violência doméstica familiar contra a mulher é responsabilidade primordial do Estado, visto ser este o responsável pela Polícia Civil e Militar, que possuem como função a prevenção de crimes. PORQUE II. A Lei Maria da Penha elenca a capacitação permanente das Polícias Civil e Militar, da Guarda Municipal, do Corpo de Bombeiros quanto às questões de gênero e de raça ou etnia como diretriz para coibir a violência doméstica e familiar contra a mulher. A respeito dessas asserções, assinale a alternativa correta.","a) As asserções I e II são proposições verdadeiras, e a II é uma justificativa da I. | b) As asserções I e II são proposições verdadeiras, mas a II não é uma justificativa da I. | c) A asserção I é uma proposição verdadeira, e a II é uma proposição falsa. | d) A asserção I é uma proposição falsa, e a II é uma proposição verdadeira. | e) As asserções I e II são proposições falsas.",D,U2,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,35,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
970,3719812,CEV URCA,ASoc (Pref L Mangabeira)/Pref L Mangabeira/2025,2025,"A Lei Federal nº 11.340, de 7 de agosto de 2006, conhecida como Lei Maria da Penha, estabelece disposições sobre a assistência à mulher em situação de violência doméstica e familiar. Sobre esta lei e suas alterações, analise os itens a seguir: I. Em casos excepcionais, a autoridade policial pode afastar o suposto agressor do domicílio ou do lugar de convivência quando for verificado risco à vida ou à integridade da mulher, mesmo sem autorização judicial prévia. II. A lei alterou o Código de Processo Penal para possibilitar ao juiz a decretação da prisão preventiva quando houver riscos à integridade física ou psicológica da mulher. III. As medidas protetivas de urgência serão concedidas independentemente da tipificação penal da violência, do ajuizamento de ação penal ou cível, da existência de inquérito policial ou do registro de boletim de ocorrência. Está(ão) correto(s):","a) Apenas I | b) Apenas II | c) Apenas III | d) Apenas I e II | e) I, II e III",E,U3+U4,,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,35,NOVA_CONFIRMADA,"Nenhum match em TEC ID, enunciado exato ou similaridade >= 0.35",false,sim
971,3675819,FUNDATEC,ASoc (Estância V)/Pref Estância Velha/2025,2025,"(PMLM/URCA 2025) A lei Nº 11.340, de 7 de agosto de 2006 - cria mecanismos para coibir a violência doméstica e familiar contra a mulher, nos termos do $ 8º do art. 226 da constituição federal, da convenção sobre a eliminação de todas as formas de discriminação contra as mulheres e da convenção interamericana para prevenir, punir e erradicar a violência contra a mulher; dispõe sobre a criação dos juizados de violência doméstica e familiar contra a mulher; altera os decretos-lei Nº 3.689, de 3 de outubro de 1941 (código de processo penal), e 2.848, de 7 de dezembro de 1940 (código penal), e a lei Nº 7.210, de 11 de julho de 1984 (lei de execução penal); e dá outras providências (lei maria da penha). o capítulo III - que trata do atendimento pela autoridade policial, em seu Art. 10-a. coloca que: é direito da mulher em situação de violência doméstica e familiar o atendimento policial e pericial especializado, ininterrupto e prestado por servidores - preferencialmente do sexo feminino - previamente capacitados. (incluído pela lei nº 13.505, de 2017) em seu $ 1º a inquirição de mulher em situação de violência doméstica e familiar ou de testemunha de violência doméstica, quando se tratar de crime contra a mulher, obedecerá diretrizes, assinale abaixo, a alternativa correta:","a) O depoimento será registrado em meio eletrônico ou magnético, devendo a degravação e a mídia integrar o inquérito; encaminhar a ofendida ao hospital ou posto de saúde e ao Instituto Médico Legal; | b) Salvaguarda da integridade física, psíquica e emocional da depoente, considerada a sua condição peculiar de pessoa em situação de violência doméstica e familiar; garantia de que, em nenhuma hipótese, a mulher em situação de violência doméstica e familiar, familiares e testemunhas terão contato direto com investigados ou suspeitos e pessoas a eles relacionadas; | c) Se necessário, acompanhar a ofendida para assegurar a retirada de seus pertences do local da ocorrência ou do domicílio familiar; quando for o caso, a inquirição será intermediada por profissional especializado em violência doméstica e familiar designado pela autoridade judiciária ou policial; | d) Na hipótese da iminência ou da prática de violência doméstica e familiar contra a mulher, a autoridade policial que tomar conhecimento da ocorrência adotará, de imediato, as providências legais cabíveis; | e) A mulher em situação de violência doméstica e familiar tem prioridade para matricular seus dependentes em instituição de educação básica mais próxima de seu domicílio, ou transferi-los para essa instituição, mediante a apresentação dos documentos comprobatórios do registro da ocorrência policial ou do processo de violência doméstica e familiar em curso.",B,U3,10-A;10,PRATICA_UNIDADE,ATUAL,alta,Caderno Lei Maria da Penha - 800 ao 1000.pdf,36,NOVA_CONFIRMADA,"Revisao manual (Camada C, Jaccard 0.36 vs questoes.id=51): mesmo campo semantico (art. 10-A, atendimento policial especializado) mas testam pontos distintos -- id=51 e um bloco amplo pedindo a alternativa INCORRETA entre varios direitos (matricula escolar, remocao, atendimento, vedacao de afastar agressor); caderno 971 testa especificamente as diretrizes de inquirição do o do art. 10-A (degravacao em midia, retirada de pertences, inquiricao intermediada por profissional). Similaridade lexical alta por vocabulario juridico repetitivo do mesmo artigo, nao por serem a mesma questao. Confirmado NOVA.",true,sim
