id,materia,assunto,banca,concurso,ano,status,enunciado_inicio,cursos,n_cursos,unidades_pedagogicas,n_unidades,gerada_por_ia
714,Legislação Específica,Atos administrativos,Fundatec,Del Pol (PC RS)/PC RS/2025,2025,EXPLICACAO_GENERICA,"No que tange aos atos administrativos, assinale a alternativa INCORRETA.",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
840,Legislação Específica,Atos administrativos,Fundatec,Ag Sg Sc (SEJUSP MG)/SEJUSP MG/2022,2022,EXPLICACAO_GENERICA,"De acordo com os termos da Lei nº 9.784/1999, que regula o processo administrativo no âmbito da Administração ",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
841,Legislação Específica,Atos administrativos,Fundatec,Ana Pol Pen (PP RS)/PP RS/Direito/2022,2022,EXPLICACAO_GENERICA,"O ato administrativo é caracterizado pela presença de determinados atributos, dentre os quais, a autorização p",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
50,Legislação Específica,Estatuto do Desarmamento,Fundatec,Brigada Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"De acordo com o expressamente previsto na Lei nº 10.826/2003 (conhecida como Estatuto do Desarmamento), analis",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
142,Legislação Específica,Estatuto do Desarmamento,Fundatec,SUSEPE RS - Agente Penitenciário Administrativo,2022,EXPLICACAO_INCOMPLETA,A Lei nº 10.826/2003 determina ser obrigatório o registro de arma de fogo no órgão competente e estabelece que,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
299,Legislação Específica,Estatuto do Desarmamento,Papiro,PAPIRO - Adaptada do padrão Fundatec 2025/2026,2026,EXPLICACAO_INCOMPLETA,Portar arma de fogo de uso permitido sem autorização e em desacordo com determinação legal ou regulamentar con,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
664,Legislação Específica,Estatuto do Desarmamento,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,"Durante cumprimento de mandado de busca domiciliar regularmente expedido, policiais civis localizaram, no inte",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
728,Legislação Específica,Estatuto do Desarmamento,Fundatec,GM (Pref Porto Alegre)/Pref Porto Alegre/2025,2025,EXPLICACAO_GENERICA,"Um integrante da guarda municipal do Município, possuidor de todas as qualificações, registros e documentos re",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
729,Legislação Específica,Estatuto do Desarmamento,Fundatec,Del Pol (PC RS)/PC RS/2025,2025,EXPLICACAO_GENERICA,"Indivíduo A, em situação de grave ameaça à sua integridade física, saca da cintura de um segurança de centro c",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
730,Legislação Específica,Estatuto do Desarmamento,Fundatec,Del Pol (PC RS)/PC RS/2025,2025,EXPLICACAO_GENERICA,"A Polícia Civil, ao comparecer a um local de homicídio, localiza uma arma de fogo com a numeração suprimida, p",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
776,Legislação Específica,Estatuto do Desarmamento,Fundatec,GM (Pref Foz do Iguaçu)/Pref Foz do Iguaçu/2024,2024,EXPLICACAO_GENERICA,"A Lei nº 10.826/2003 instituiu o Sistema Nacional de Armas (Sinarm) no Ministério da Justiça, que tem circunsc",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
777,Legislação Específica,Estatuto do Desarmamento,Fundatec,GCM (Pref Bagé)/Pref Bagé/2024,2024,EXPLICACAO_GENERICA,"A Lei nº 10.826/2003 dispõe sobre o registro, a posse e a comercialização de armas de fogo e munição. Segundo ",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
853,Legislação Específica,Estatuto do Desarmamento,Fundatec,TA Pol Pen (PP RS)/PP RS/2022,2022,EXPLICACAO_GENERICA,"A Lei Federal nº 10.826/2003 dispõe sobre registro, posse e comercialização de armas de fogo e munição, sobre ",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
854,Legislação Específica,Estatuto do Desarmamento,Fundatec,Pol Pen (PP RS)/PP RS/2022,2022,EXPLICACAO_GENERICA,"De acordo com a Lei nº 10.826/2003, é vedado ao menor de ________ anos adquirir arma de fogo, ressalvados os c",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
855,Legislação Específica,Estatuto do Desarmamento,Fundatec,Pol Pen (PP RS)/PP RS/2022,2022,EXPLICACAO_GENERICA,"Genésio, integrante do quadro efetivo de agente prisional, recebeu voz de prisão em flagrante, ao ser surpreen",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
204,Legislação Específica,Poder de Polícia,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,Poder de polícia é a atividade administrativa que:,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
205,Legislação Específica,Poder de Polícia,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,"São atributos tradicionalmente associados ao poder de polícia, conforme o caso:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
206,Legislação Específica,Poder de Polícia,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,A atuação do poder de polícia deve observar:,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
871,Legislação Específica,Poder de Polícia,Fundatec,Ana Pol Pen (PP RS)/PP RS/Direito/2022,2022,EXPLICACAO_GENERICA,NÃO representa exemplo de exercício do poder de polícia da Administração Pública:,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
48,Legislação Específica,Constituição Federal de 1988,Fundatec,Brigada Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"De acordo com a Constituição Federal de 1988, a administração pública direta e indireta de qualquer dos Podere",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
111,Legislação Específica,Constituição Federal de 1988,Fundatec,Brigada Militar RS - Soldado Nível III,2022,EXPLICACAO_INCOMPLETA,"Em relação à organização do Estado, a Constituição Federal traça regras de competência, estabelecendo ser comp",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
296,Legislação Específica,Constituição Federal de 1988,Papiro,PAPIRO - Adaptada do padrão Fundatec 2025/2026,2026,EXPLICACAO_INCOMPLETA,A República Federativa do Brasil constitui-se em:,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
327,Legislação Específica,Constituição Federal de 1988,Fundatec,Guarda Municipal de Esteio/RS,2022,EXPLICACAO_INCOMPLETA,"Segundo disposto na Constituição Federal de 1988 sobre o tema da Nacionalidade, assinale a alternativa INCORRE",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
647,Legislação Específica,Constituição Federal de 1988,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,"O poder constituinte decorrente, previsto pela Constituição Federal, refere-se ao(à):",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
649,Legislação Específica,Constituição Federal de 1988,Fundatec,GM (Pref Gravataí)/Pref Gravataí/2026,2026,EXPLICACAO_GENERICA,"Conforme dispõe a Constituição Federal, a União possui três Poderes: Executivo, Legislativo, Judiciário. Esses",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
650,Legislação Específica,Constituição Federal de 1988,Fundatec,GM (Pref Gravataí)/Pref Gravataí/2026,2026,EXPLICACAO_GENERICA,A prefeitura do município de Viva Feliz pretende realizar um concurso público para investidura no cargo de gua,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
651,Legislação Específica,Constituição Federal de 1988,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,"São fundamentos da República Federativa do Brasil expressamente previstos pela Constituição Federal, EXCETO:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
652,Legislação Específica,Constituição Federal de 1988,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,"Considerando o disposto no art. 12 da Constituição Federal, assinale a alternativa que descreve corretamente q",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
653,Legislação Específica,Constituição Federal de 1988,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,"O art. 37 da Constituição Federal, além de enunciar princípios expressos aos quais a administração pública dev",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
716,Legislação Específica,Constituição Federal de 1988,Fundatec,GM (Pref Porto Alegre)/Pref Porto Alegre/2025,2025,EXPLICACAO_GENERICA,"Conforme dispõe a CRFB, a União possui Poderes independentes e harmônicos entre si. Assinale a alternativa que",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
717,Legislação Específica,Constituição Federal de 1988,Fundatec,Del Pol (PC RS)/PC RS/2025,2025,EXPLICACAO_GENERICA,"Segundo a normatização constitucional atual, assinale a alternativa correta no que se refere à administração p",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
773,Legislação Específica,Constituição Federal de 1988,Fundatec,Arm (Pref Bagé)/Pref Bagé/2024,2024,EXPLICACAO_GENERICA,"A Constituição Federal, em seu Art. 38, dispõe que ao servidor público da administração direta, autárquica e f",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
794,Legislação Específica,Constituição Federal de 1988,Fundatec,GM (Pref Imbé)/Pref Imbé/2023,2023,EXPLICACAO_GENERICA,"A Constituição da República Federativa do Brasil, no seu Art. 1º, trata sobre o Estado Democrático de Direito ",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
46,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,Brigada Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,A respeito dos Direitos e Garantias Fundamentais à luz de sua previsão expressa na Constituição Federal de 198,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
112,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,Brigada Militar RS - Soldado Nível III,2022,EXPLICACAO_INCOMPLETA,"Sobre os direitos fundamentais, previstos na Constituição Federal, assinale a alternativa correta.",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
298,Legislação Específica,Direitos e Garantias Fundamentais,Papiro,PAPIRO - Adaptada do padrão Fundatec 2025/2026,2026,EXPLICACAO_INCOMPLETA,"A casa é asilo inviolável do indivíduo, podendo haver ingresso sem consentimento do morador, entre outras hipó",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
326,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,Guarda Municipal de Esteio/RS,2022,EXPLICACAO_INCOMPLETA,"Sobre o prisma da Constituição Federal de 1988, analise as assertivas: ( ) É inviolável o sigilo da correspond",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
657,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,"Notoriamente, as delegacias de polícia são órgãos públicos procurados para diversas orientações de distintas n",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
658,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,"Um policial civil está trabalhando na investigação de crime de extorsão mediante sequestro, recentemente ocorr",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
659,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,GM (Pref Gravataí)/Pref Gravataí/2026,2026,EXPLICACAO_GENERICA,Um grupo de pessoas se reuniu na praça central de uma cidade e passou a realizar discursos em defesa do nudism,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
660,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,Mário professa determinada religião e se encontra em entidade militar de internação coletiva. Ele pretende rec,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
661,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,Paula é cidadã brasileira e deseja se reunir com as suas amigas em local aberto ao público para realizar uma m,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
662,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,"Considerando as disposições da Constituição Federal sobre direito penal e processo penal, assinale a alternati",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
663,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,"Considerando as disposições da Constituição Federal, assinale a alternativa que indica o remédio constituciona",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
723,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,GM (Pref Porto Alegre)/Pref Porto Alegre/2025,2025,EXPLICACAO_GENERICA,"O art. 5º da CRFB, que trata dos Direitos e Deveres Individuais e Coletivos, entre outras garantias fundamenta",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
724,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,GM (Pref Porto Alegre)/Pref Porto Alegre/2025,2025,EXPLICACAO_GENERICA,"Conforme a CRFB, em qual das situações abaixo uma pessoa pode penetrar em casa alheia sem consentimento do mor",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
725,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,GM (Pref Porto Alegre)/Pref Porto Alegre/2025,2025,EXPLICACAO_GENERICA,"Foi verificada a ocorrência de um estupro em uma residência, e os vizinhos pediram ajuda à guarda municipal, p",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
726,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,Per Crim (IGP RS)/IGP RS/Contabilidade e Economia/2025,2025,EXPLICACAO_GENERICA,"Considerando o disposto na Constituição Federal, assinale a alternativa INCORRETA.",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
727,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,Tec Per (IGP RS)/IGP RS/Técnico em Química/2025,2025,EXPLICACAO_GENERICA,"A respeito dos direitos e deveres individuais, e sua previsão constitucional, assinale a alternativa INCORRETA",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
775,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,GM (Pref Foz do Iguaçu)/Pref Foz do Iguaçu/2024,2024,EXPLICACAO_GENERICA,"A Constituição da República Federativa do Brasil dispõe, no Art. 5º, que todos são iguais perante a lei, sem d",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
797,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,GCM (Uruguaiana)/Pref Uruguaiana/2023,2023,EXPLICACAO_GENERICA,"Com base na Constituição Federal, analise as assertivas abaixo, assinalando V, se verdadeiras, ou F, se falsas",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
846,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,Ag Sg Sc (SEJUSP MG)/SEJUSP MG/2022,2022,EXPLICACAO_GENERICA,"Tendo como parâmetro a Constituição Federal, analise as assertivas abaixo, assinalando V, se verdadeiras, ou F",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
847,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,TA Pol Pen (PP RS)/PP RS/2022,2022,EXPLICACAO_GENERICA,"Em relação aos Direitos e Garantias Fundamentais, previstos na Constituição Federal, assinale a alternativa IN",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
848,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,TA Pol Pen (PP RS)/PP RS/2022,2022,EXPLICACAO_GENERICA,"Nos termos da Constituição Federal, não haverá pena _____________, salvo em caso de guerra declarada. Assinale",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
849,Legislação Específica,Direitos e Garantias Fundamentais,Fundatec,Pol Pen (PP RS)/PP RS/2022,2022,EXPLICACAO_GENERICA,"Em relação à literalidade do texto Constitucional, analise as assertivas abaixo: I. Às presidiárias serão asse",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
43,Legislação Específica,Lei de Organização Básica da Brigada Militar,Fundatec,Brigada Militar RS - Soldado,2022,EXPLICACAO_GENERICA,"Considerando o disposto na Lei Estadual nº 10.991/1997, que dispõe sobre a Organização Básica da Brigada Milit",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
271,Legislação Específica,Lei de Organização Básica da Brigada Militar,Papiro,PAPIRO - Adaptada do padrão Fundatec 2025/2026,2026,EXPLICACAO_INCOMPLETA,A Lei de Organização Básica da Brigada Militar disciplina principalmente:,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
272,Legislação Específica,Lei de Organização Básica da Brigada Militar,Papiro,PAPIRO - Adaptada do padrão Fundatec 2025/2026,2026,EXPLICACAO_INCOMPLETA,"No âmbito da organização básica da Brigada Militar, a estrutura interna deve observar:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
210,Legislação Específica,Regulamento Disciplinar da Brigada Militar,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,O Regulamento Disciplinar da Brigada Militar tem por finalidade central:,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
211,Legislação Específica,Regulamento Disciplinar da Brigada Militar,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,"Na aplicação de sanções disciplinares militares, devem ser observados:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
212,Legislação Específica,Regulamento Disciplinar da Brigada Militar,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,"Hierarquia e disciplina, no contexto do regulamento disciplinar militar, são:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
368,Legislação Específica,Regulamento Disciplinar da Brigada Militar,Fundatec,Corpo de Bombeiros Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"Considerando o referido Regulamento, assinale a alternativa INCORRETA.",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
369,Legislação Específica,Regulamento Disciplinar da Brigada Militar,Fundatec,Corpo de Bombeiros Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"De acordo com o disposto no referido Regulamento, assinale a alternativa correta.",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
370,Legislação Específica,Regulamento Disciplinar da Brigada Militar,Fundatec,Corpo de Bombeiros Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"A respeito do processo administrativo disciplinar militar previsto no referido Regulamento, assinale a alterna",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
47,Legislação Específica,Defesa do Estado e das Instituições Democráticas,Fundatec,Brigada Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"De acordo com a previsão constitucional acerca da defesa do Estado e das instituições democráticas, assinale a",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
113,Legislação Específica,Defesa do Estado e das Instituições Democráticas,Fundatec,Brigada Militar RS - Soldado Nível III,2022,EXPLICACAO_GENERICA,"No que concerne à defesa do Estado e das Instituições Democráticas, conforme previsão constitucional, assinale",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
297,Legislação Específica,Defesa do Estado e das Instituições Democráticas,Papiro,PAPIRO - Adaptada do padrão Fundatec 2025/2026,2026,EXPLICACAO_INCOMPLETA,"A segurança pública, nos termos da Constituição Federal, é:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
654,Legislação Específica,Defesa do Estado e das Instituições Democráticas,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,"De acordo com a Constituição Federal, são competências atribuídas ao Conselho da República, órgão superior de ",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
655,Legislação Específica,Defesa do Estado e das Instituições Democráticas,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,"Considerando as disposições constitucionais sobre as forças armadas, assinale a alternativa correta.",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
656,Legislação Específica,Defesa do Estado e das Instituições Democráticas,Fundatec,GM (Pref Araquari)/Pref Araquari/2026,2026,EXPLICACAO_GENERICA,O Presidente da República decretou estado de defesa para preservar a ordem pública ameaçada por grave e iminen,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
54,Legislação Específica,Estatuto Nacional da Igualdade Racial,Fundatec,Brigada Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"Em conformidade com o expresso na Lei nº 12.288/2010 (Estatuto da Igualdade Racial), assinale a alternativa IN",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
135,Legislação Específica,Estatuto Nacional da Igualdade Racial,Fundatec,SUSEPE RS - Agente Penitenciário Administrativo,2022,EXPLICACAO_INCOMPLETA,"Relativamente à Lei nº 12.288/2010, que institui o Estatuto Nacional da Igualdade Racial e assegura direitos à",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
302,Legislação Específica,Estatuto Nacional da Igualdade Racial,Papiro,PAPIRO - Adaptada do padrão Fundatec 2025/2026,2026,EXPLICACAO_INCOMPLETA,O Estatuto Nacional da Igualdade Racial destina-se a garantir à população negra:,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
348,Legislação Específica,Estatuto Nacional da Igualdade Racial,Fundatec,Corpo de Bombeiros Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"De acordo com a Lei nº 12.288/2010 (conhecida como Estatuto Nacional da Igualdade Racial), assinale a alternat",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
350,Legislação Específica,Estatuto Nacional da Igualdade Racial,Fundatec,Corpo de Bombeiros Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"Conforme o preconizado na Lei nº 12.288/2010 (conhecida como Estatuto Nacional da Igualdade Racial), relacione",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
213,Legislação Específica,Responsabilidade civil do Estado,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,"Nos termos da Constituição Federal, a responsabilidade civil das pessoas jurídicas de direito público pelos da",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
214,Legislação Específica,Responsabilidade civil do Estado,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,A ação regressiva do Estado contra o agente público que causou o dano exige:,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
215,Legislação Específica,Responsabilidade civil do Estado,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,"Na responsabilidade objetiva do Estado, a vítima deve demonstrar, em regra:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
201,Legislação Específica,Plano de Carreira dos Servidores Militares,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,"No estudo do plano de carreira dos servidores militares estaduais, a progressão funcional deve observar:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
202,Legislação Específica,Plano de Carreira dos Servidores Militares,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,"O plano de carreira militar organiza, entre outros aspectos:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
203,Legislação Específica,Plano de Carreira dos Servidores Militares,Papiro,PAPIRO - Estilo Fundatec - BM RS,2026,EXPLICACAO_INCOMPLETA,A promoção na carreira militar estadual:,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
364,Legislação Específica,Plano de Carreira dos Servidores Militares,Fundatec,Corpo de Bombeiros Militar RS - Soldado de Primeira Classe,2025,EXPLICACAO_GENERICA,"Considere o disposto na Lei Complementar n º 10.992/1997, que dispõe sobre a carreira dos Servidores Militares",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
143,Legislação Específica,Lei de Drogas,Fundatec,SUSEPE RS - Agente Penitenciário Administrativo,2022,EXPLICACAO_INCOMPLETA,"Nos termos da Lei nº 11.343/2006, quem adquirir, guardar, tiver em depósito, transportar ou trouxer consigo, p",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
269,Legislação Específica,Lei de Drogas,Papiro,PAPIRO - Adaptada do padrão Fundatec 2025/2026,2026,EXPLICACAO_INCOMPLETA,"Nos termos da Lei nº 11.343/2006, quem adquire, guarda, tem em depósito, transporta ou traz consigo droga para",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
270,Legislação Específica,Lei de Drogas,Papiro,PAPIRO - Adaptada do padrão Fundatec 2025/2026,2026,EXPLICACAO_INCOMPLETA,"Para diferenciar porte para consumo pessoal e tráfico, o juiz deve considerar, entre outros elementos:",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
674,Legislação Específica,Lei de Drogas,Fundatec,Esc Pol (PC RS)/PC RS/2026,2026,EXPLICACAO_GENERICA,Assinale a alternativa INCORRETA.,Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
740,Legislação Específica,Lei de Drogas,Fundatec,GM (Pref Porto Alegre)/Pref Porto Alegre/2025,2025,EXPLICACAO_GENERICA,"Durante sua atividade de proteção ao patrimônio em um parque municipal com grande área de vegetação, um guarda",Brigada Militar do Rio Grande do Sul — Soldado de Primeira Classe,1,(nenhuma),0,false
