tecId,cadernoNumero,banca,concurso,ano,classificacao_final,sublote_origem,APROVADA_PARA_PROXIMA_FASE,motivo_ressalva
659284,760,"NUCEPE UESPI","Per OC (PC PI)/PC PI/Médico Legista/Geral/2018",2018,VALIDA,11,true,
590553,762,"CEBRASPE (CESPE)","Of Inv Pol (PC MA)/PC MA/Escrivão/2018",2018,VALIDA,11,true,
693760,763,"IBADE","Of (CBM PB)/CBM PB/Administrativo/2018",2018,VALIDA,11,true,
1742664,764,"EJUD PI","Estag (TJ PI)/TJ PI/Serviço Social/2018",2018,VALIDA,11,true,
1742605,765,"EJUD PI","Estag (TJ PI)/TJ PI/Serviço Social/2018",2018,VALIDA,11,true,
1838228,768,"PRORH UFTM","Med (UFTM)/UFTM/Preceptoria/2018",2018,PROBLEMATICA,11,false,"PROBLEMATICA -- erro de gabarito confirmado contra a fonte oficial. Conferida a grade de gabarito extraida do PDF (supabase/_lote2_txt/caderno_601 ao 800.txt, linha 3871: ""768) D"") -- nao e erro de parsing, e o proprio exame original (PRORH UFTM) que marca ""d) Privacao de liberdade"" como correta, em vez de ""c) Violencia patrimonial"", que e literalmente uma das formas NOMEADAS pelo art.7 (inciso IV). ""Privacao de liberdade"" nao e nome de nenhuma categoria do art.7 -- na melhor leitura possivel, seria uma parafrase solta de ""limitacao do direito de ir e vir"", que e apenas UM dos meios listados dentro da definicao de violencia PSICOLOGICA (art.7,II), nao um nome de forma. Nao importar com este gabarito."
692699,769,"IBADE","Sarg (CBM PB)/CBM PB/2018",2018,VALIDA,11,true,
898922,770,"FUNDATEC","TSA (SULGÁS)/SULGÁS/2018",2018,VALIDA,11,true,
899211,772,"FUNDATEC","TNM (SULGÁS)/SULGÁS/2018",2018,VALIDA,11,true,
700121,773,"Instituto Verbena","Ag (CM GYN)/CM GYN/Segurança do Plenário/2018",2018,VALIDA,11,true,
733044,777,"FCC","Ana Min (MPE PE)/MPE PE/Auditoria/2018",2018,VALIDA,11,true,
2412513,778,"AMEOSC","Ass So (Pref Bandeirante-SC)/Pref Bandeirante SC/2018",2018,VALIDA,11,true,
690078,779,"FAURGS","Tec TI (BANRISUL)/BANRISUL/Segurança da Tecnologia da Informação/2018",2018,VALIDA,11,true,
1742568,781,"EJUD PI","Estag (TJ PI)/TJ PI/Serviço Social/2018",2018,VALIDA,11,true,
927126,782,"MS (SARMENTO)","Ag Tec AS (SAP SP)/SAP SP/Psicólogo/2018",2018,VALIDA,11,true,
515305,783,"IBFC","Sold (PM BA)/PM BA/2017",2017,VALIDA,11,true,
567933,784,"IBADE","Aux Nec (PC AC)/PC AC/2017",2017,VALIDA,11,true,
631048,787,"IESES","Papilo (PCien SC)/PCien SC/2017",2017,VALIDA,11,true,
656448,788,"CRS (PM MG)","Sold (PM MG)/PM MG/Combatente/2017",2017,VALIDA,11,true,
611952,789,"NUCEPE UESPI","Pol Pen (SEJUS PI)/SEJUS PI/2017",2017,VALIDA,11,true,
595063,790,"FAFIPA","Edu Fis (Marialva)/Pref Marialva/NASF/2017",2017,VALIDA,11,true,
573818,791,"IBADE","Ana Prev (IPERON)/IPERON/Assistente Social/2017",2017,VALIDA,11,true,
1242331,792,"CRS (PM MG)","Of (PM MG)/PM MG/Enfermagem/2017",2017,VALIDA,11,true,
1060218,793,"Instituto ANIMA","Ed Soc (SMDS Itajaí)/Pref Itajaí/2017",2017,VALIDA,11,true,
450311,795,"IBFC","Tec Reg (AGERBA)/AGERBA/2017",2017,VALIDA,12,true,
1910402,796,"CONSULPLAN","CHO (PMPA)/PM PA/Administração/""Sem Especialidade""/2017",2017,VALIDA,12,true,
324465,797,"CEBRASPE (CESPE)","Ass Soc (DPU)/DPU/2016",2016,VALIDA,12,true,
1550212,798,"OBJETIVA CONCURSOS","AnLeg (CM Sta Maria)/CM Santa Maria/Advocacia/2016",2016,VALIDA,12,true,
1376661,800,"CETREDE","Enf (Pref Trairi)/Pref Trairi/Hospital/2016",2016,VALIDA,12,true,
2145965,801,"INSTITUTO BRASIL","Ass Soc (IF MS)/IF MS/2016",2016,VALIDA,12,true,
451012,802,"FAURGS","APJ (TJ RS)/TJ RS/Apoio Especializado/Psicologia/2016",2016,VALIDA,12,true,
383459,803,"FGV","NAC UNI OAB/OAB/2016",2016,VALIDA,12,true,
581287,805,"COSEAC UFF","Ag (Pref Niterói)/Pref Niterói/Coordenação de Turno/2016",2016,VALIDA,12,true,
1035445,806,"IDECAN","EdSoc (Damianópolis)/Pref Damianópolis/2016",2016,VALIDA,12,true,
431992,807,"VUNESP","Cd Soc (Sertãozinho)/Pref Sertãozinho SP/2016",2016,VALIDA,12,true,
1170994,810,"IMPARH","Psic (SMS)/Pref Fortaleza/2016",2016,VALIDA,12,true,
1074239,812,"Legalle","ASoc (Pref Portão)/Pref Portão/2016",2016,VALIDA,12,true,
1193737,813,"CEV UECE","CSoc (Pref Tianguá)/Pref Tianguá/2016",2016,VALIDA_COM_RESSALVA,12,true,"Erro de citacao de dispositivo no enunciado: diz ""em seu artigo 6, elenca as distintas formas em que se pode materializar a violencia"" -- mas quem elenca as formas de violencia (fisica, psicologica, sexual, patrimonial, moral, e agora vicaria) e o ART.7, nao o art.6 (que trata apenas de ""constitui uma das formas de violacao dos direitos humanos""). O conteudo testado (definicao de violencia moral = calunia/difamacao/injuria, gabarito C) permanece correto; precisa so de correcao do numero do artigo antes de importar."
2155906,814,"CETREDE","Enf (Pref Caucaia)/Pref Caucaia/2016",2016,VALIDA,12,true,
329092,815,"BIO-RIO","Psico (Mangaratiba)/Pref Mangaratiba/2016",2016,VALIDA,12,true,
284952,817,"FGV","ADP (DPE RO)/DPE RO/Analista em Psicologia/2015",2015,VALIDA,12,true,
301540,819,"SMA-RJ (antiga FJG)","Ana Leg (CM RJ)/CM RJ/Assistência Social/2015",2015,VALIDA,12,true,
317011,820,"IBFC","Ana RC (JUCEB)/JUCEB/2015",2015,VALIDA,12,true,
328682,824,"FCC","AgDP (DPE SP)/DPE SP/Assistente Social/2015",2015,VALIDA,12,true,
490443,825,"IBFC","AGPM (PM MG)/PM MG/Serviço Social/2015",2015,VALIDA,12,true,
519856,827,"Instituto AOCP","Ass Soc (Pref Angra)/Pref Angra/2015",2015,VALIDA,12,true,
522597,828,"FAURGS","Ass Soc (HCPA)/HCPA/2015",2015,VALIDA,12,true,
752666,829,"COPESE UFPI","GM (Pref Teresina)/Pref Teresina/2015",2015,VALIDA,12,true,
1207493,832,"FUNDEPES COPEVE-UFAL","GM (Pref Inhapi)/Pref Inhapi/2015",2015,VALIDA,12,true,
1216016,833,"CAIPIMES","GCM (Pref Botucatu)/Pref Botucatu/2015",2015,VALIDA,12,true,
2004977,835,"AMEOSC","Ass Soc (CRESIM)/CRESIM/2015",2015,VALIDA,12,true,
2642067,836,"IDECAN","Sarg (CBM PB)/CBM PB/Combatente/2015",2015,VALIDA,12,true,
2642131,837,"IDECAN","Cab (CBM PB)/CBM PB/Combatente/2015",2015,VALIDA,12,true,
3089749,839,"FAFIPA","PSP (Londrina)/Pref Londrina/Serviço de Psicologia/2015",2015,VALIDA,12,true,
3089752,840,"FAFIPA","PSP (Londrina)/Pref Londrina/Serviço de Psicologia/2015",2015,VALIDA,12,true,
3089753,841,"FAFIPA","PSP (Londrina)/Pref Londrina/Serviço de Psicologia/2015",2015,VALIDA,12,true,
3089754,842,"FAFIPA","PSP (Londrina)/Pref Londrina/Serviço de Psicologia/2015",2015,VALIDA,12,true,
3089935,843,"FAFIPA","TSP (Pref Londrina)/Pref Londrina/Assistência de Enfermagem/2015",2015,VALIDA,12,true,
3089951,845,"FAFIPA","TSP (Pref Londrina)/Pref Londrina/Assistência de Enfermagem/2015",2015,VALIDA,12,true,
3089967,846,"FAFIPA","TSP (Pref Londrina)/Pref Londrina/Assistência de Enfermagem/2015",2015,VALIDA,12,true,
3089970,847,"FAFIPA","TSP (Pref Londrina)/Pref Londrina/Assistência de Enfermagem/2015",2015,VALIDA,12,true,
553711,848,"CEC","GCM (Ponta Grossa)/Pref Ponta Grossa/2014",2014,VALIDA,12,true,
2048497,849,"COGEPS UNIOESTE","Ass Soc (Pref Umuarama)/Pref Umuarama/2014",2014,VALIDA,13,true,
972388,852,"FUNRIO","Ass Soc (IF BA)/IF BA/2014",2014,VALIDA,13,true,
3882721,853,"Instituto Verbena","Psic (Goianésia)/Pref Goianésia/2014",2014,VALIDA,13,true,
341627,854,"IMPARH","PTNS (SETRA)/Pref Fortaleza/Terapia Ocupacional/2014",2014,VALIDA,13,true,
857904,856,"FUNDEP","Ass AF (CAU MG)/CAU MG/2014",2014,VALIDA,13,true,
279250,857,"INCAB (ex-FUNCAB)","Psico (SEMCAS)/Pref Rio Branco (AC)/2014",2014,VALIDA_COM_RESSALVA,13,true,"Enunciado afirma ""sao descritos CINCO TIPOS de violencia"" antes de pedir a definicao especifica de patrimonial (gabarito D). Nucleo testado nao depende do total ser 5 ou 6 -- mesmo criterio de 556/649/708."
792974,858,"FGR","GCM (Pref Brumadinho)/Pref Brumadinho/2014",2014,VALIDA,13,true,
265894,859,"FGV","AJ (TJ RJ)/TJ RJ/Assistencial/Psicólogo/2014",2014,VALIDA,13,true,
165367,861,"CEBRASPE (CESPE)","Ass Soc (SUFRAMA)/SUFRAMA/2014",2014,VALIDA,13,true,
480350,862,"ACAFE","Del Pol (PC SC)/PC SC/2014",2014,VALIDA,13,true,
279277,866,"INCAB (ex-FUNCAB)","Ass Soc (SEMCAS)/Pref Rio Branco (AC)/2014",2014,VALIDA,13,true,
203731,867,"FUNDATEC","ATRE (SEFAZ RS)/SEFAZ RS/2014",2014,VALIDA_COM_RESSALVA,13,true,"Assertiva III usa o termo ""A VIOLACAO domestica contra a mulher constitui uma das formas de violacao dos direitos humanos"" (confirmado no .txt bruto e na grade de gabarito -- nao e erro de parser) -- ""violacao domestica"" nao e termo definido pela lei (o termo correto e ""violencia domestica""). O gabarito (B, apenas item II) exclui III, sugerindo que a troca de palavra e o motivo. Precisa de nota explicando essa nuance de terminologia antes de fundamentar a explicacao."
846397,868,"COMPEC IFPB","Ass Alu (IF PB)/IF PB/2013",2013,VALIDA_COM_RESSALVA,13,true,"Lista fechada das 5 modalidades classicas sem hedge (""sao legalmente consideradas como tipos de violencia""). Gabarito D permanece o unico plausivel (demais opcoes tem termos fake: matrimonial, etico-moral, opressao). Precisa de nota sobre o inciso VI."
495253,870,"ESPP","Ass Soc (MPE PR)/MPE PR/2013",2013,VALIDA,13,true,
496087,872,"ESPP","Psico (MPE PR)/MPE PR/2013",2013,VALIDA_COM_RESSALVA,13,true,"Typo no enunciado: ""O Artigo 50"" ao inves de ""Artigo 5o"" (leitura incorreta de OCR do simbolo de grau). Conteudo e gabarito (D) corretos; precisa de correcao antes de importar."
655963,874,"CRS (PM MG)","Sold (PM MG)/PM MG/Combatente/2013",2013,VALIDA,13,true,
390507,875,"ZAMBINI","GM (Itatiba)/Pref Itatiba/2013",2013,VALIDA,13,true,
190643,876,"FCC","AJ TRT15/TRT 15/Apoio Especializado/Serviço Social/2013",2013,VALIDA,13,true,
157050,878,"CEBRASPE (CESPE)","Ag Pol (PC DF)/PC DF/2013",2013,VALIDA,13,true,
3243557,879,"INCAB (ex-FUNCAB)","ASoc (Pref Cacoal)/Pref Cacoal/PAIF/2013",2013,VALIDA,13,true,
3243658,880,"INCAB (ex-FUNCAB)","ASoc (Pref Cacoal)/Pref Cacoal/PRÓ-JOVEM/2013",2013,VALIDA,13,true,
156749,881,"CEBRASPE (CESPE)","Esc Pol (PC DF)/PC DF/2013",2013,VALIDA,13,true,
3500525,885,"FADURPE","Ass Soc (Pref Arapiraca)/Pref Arapiraca/2013",2013,VALIDA,13,true,
118034,886,"CEBRASPE (CESPE)","PRF/PRF/2013",2013,VALIDA,13,true,
495261,888,"ESPP","Ass Soc (MPE PR)/MPE PR/2013",2013,VALIDA,13,true,
113946,890,"CEBRASPE (CESPE)","Escr (PC BA)/PC BA/2013",2013,VALIDA,13,true,
1247792,891,"FCC","ASPM (PM MG)/PM MG/2012",2012,VALIDA,13,true,
695273,894,"CEBRASPE (CESPE)","Esc Pol (PC AL)/PC AL/2012",2012,VALIDA,13,true,
935683,895,"KLC","ASoc (Alto Piquiri)/Pref Alto Piquiri/2012",2012,VALIDA_COM_RESSALVA,13,true,"Lista fechada das 5 modalidades sem hedge (""formas de violencia domestica... previstas nesta lei""). Gabarito E permanece o unico plausivel. Precisa de nota sobre o inciso VI."
695269,896,"CEBRASPE (CESPE)","Esc Pol (PC AL)/PC AL/2012",2012,VALIDA,13,true,
262768,897,"FEC","Insp Pol (PC RJ)/PC RJ/2012",2012,VALIDA,13,true,
2762921,899,"CEBRASPE (CESPE)","AJ (TJ RO)/TJ RO/Oficial de Justiça/2012",2012,VALIDA,13,true,
552858,900,"CEBRASPE (CESPE)","AJ (TJ AC)/TJ AC/Judiciária/Direito/2012",2012,VALIDA,13,true,
579133,903,"FCC","ANE (SEE MG)/SEE MG/Inspetor Escolar/2012",2012,FORA_ESCOPO_LMP,13,false,"FORA_ESCOPO_LMP -- fundamentacao corrigida. O enunciado trata GENERICAMENTE (sem especificar genero) da violencia sexual contra criancas e adolescentes, situando o fenomeno na decada de 1990. O ECA e exatamente de 1990 e corresponde cronologica e tematicamente ao contexto descrito; a LMP e de 2006. Por isso, NESTA questao especifica, a alternativa ECA (b) e compativel com o enunciado e o gabarito LMP (a) e inadequado -- confirmado contra a grade de gabarito oficial extraida do PDF (nao e erro de parser). IMPORTANTE: essa conclusao NAO se apoia na premissa de que a LMP se restringe a mulheres adultas -- pelo Tema Repetitivo 1.186/STJ, ja estabelecido nesta auditoria (base das exclusoes de ids 1337 e 1340 no Lote 1), a LMP pode sim incidir em violencia domestica e familiar contra vitima do genero feminino mesmo sendo crianca ou adolescente. A exclusao aqui e por descompasso cronologico e tematico do enunciado especifico (que fala de criancas e adolescentes em geral, nos anos 1990, remetendo ao ECA), nao por incompatibilidade categorica entre LMP e vitimas menores de idade."
1015282,904,"Instituto Verbena","GM (Aparecida GO)/Pref Aparecida GO/2012",2012,VALIDA,13,true,
330684,905,"BIO-RIO","Ass Soc (Mesquita)/Pref Mesquita/2012",2012,VALIDA,13,true,
1569268,909,"FCC","Ana Min (MPE AP)/MPE AP/Psicologia/2012",2012,VALIDA_COM_RESSALVA,13,true,"""a lei conceitua expressamente as SEGUINTES formas de violencia"" -- lista fechada sem hedge quanto ao total de modalidades. Gabarito C permanece o unico plausivel. Precisa de nota sobre o inciso VI."
835467,910,"FADESP","Ana Jur (MPE PA)/MPE PA/2012",2012,VALIDA,13,true,
316649,911,"IBFC","GCM (João Pessoa)/Pref João Pessoa/2012",2012,VALIDA,14,true,
1254876,913,"CAIPIMES","Psic (Pref St André)/Pref Santo André/2012",2012,VALIDA,14,true,
2035405,914,"FEPESE","Ass Soc (FCEE)/FCEE/2012",2012,VALIDA,14,true,
1254877,915,"CAIPIMES","Psic (Pref St André)/Pref Santo André/2012",2012,VALIDA,14,true,
579386,917,"FCC","ATB (SEE MG)/SEE MG/2012",2012,VALIDA_COM_RESSALVA,14,true,"Typo no enunciado: ""Lei no 1.340/2006"" -- falta o ""1"" inicial (deveria ser 11.340/2006). Conteudo e gabarito (A) corretos; precisa de correcao de texto."
432450,918,"FCC","Sold (PM BA)/PM BA/2012",2012,VALIDA,14,true,
1247793,919,"FCC","ASPM (PM MG)/PM MG/2012",2012,VALIDA,14,true,
1254845,920,"CAIPIMES","Psic (Pref St André)/Pref Santo André/2012",2012,VALIDA,14,true,
802381,922,"FGR","GM (Pref Congonhas)/Pref Congonhas/2012",2012,VALIDA,14,true,
1750994,923,"Marinha","QT (Marinha)/Marinha/Serviço Social/2011",2011,VALIDA,14,true,
1020587,924,"MS (SARMENTO)","GM (Pref Pelotas)/Pref Pelotas/2011",2011,VALIDA,14,true,
3255691,925,"PRÓ-MUNICÍPIO","Soci (Pref Maracanaú)/Pref Maracanaú/2011",2011,VALIDA,14,true,
2951436,927,"COPS UEL","AgUniProf (UEL)/UEL/Cirurgião Dentista/2010",2010,VALIDA_COM_RESSALVA,14,true,"Lista fechada das 5 modalidades sem hedge (""tem por objetivo coibir a violencia domestica... em suas formas fisica, psicologica, sexual, patrimonial e moral""), mas nenhuma das outras 4 alternativas sequer tenta listar tipos de violencia (tratam de mercado de trabalho, perseguicao politica, guerra, representacao politica) -- D continua o unico topicamente correto. Precisa de nota sobre o inciso VI."
455025,928,"CEBRASPE (CESPE)","Of (PM DF)/PM DF/Especialista/Manutenção em Comunicações/2010",2010,VALIDA,14,true,
247646,929,"FUNIVERSA","Ana MP (MPE GO)/MPE GO/Analista em Serviço Social/2010",2010,VALIDA,14,true,
2810408,930,"FCC","Ag Pen (SEAP BA)/SEAP BA/2010",2010,VALIDA,14,true,
455024,932,"CEBRASPE (CESPE)","Of (PM DF)/PM DF/Administração/2010",2010,VALIDA,14,true,
490369,933,"CRS (PM MG)","Of (PM MG)/PM MG/Cadete/2010",2010,VALIDA,14,true,
1513998,934,"FCC","Ass Jur (TJ PI)/TJ PI/Gabinete de Juiz de Entrância Final/2010",2010,VALIDA,14,true,
2723775,935,"IDECAN","Educ (Pref Ipatinga)/Pref Ipatinga/Social/2010",2010,VALIDA_COM_RESSALVA,14,true,"Gabarito D (""politica publica... conjunto articulado de acoes da Uniao, Estados, DF e Municipios e acoes nao-governamentais"", art.8 caput) esta correto, mas a alternativa E (""respeito, nos meios de comunicacao social, dos valores eticos... constitui um objetivo da politica publica"") tambem parece um resumo razoavelmente fiel do art.8, III (uma das diretrizes). A diferenca entre as duas nao e tao nitida quanto pareceu a primeira vista -- precisa de atencao ao redigir a explicacao para justificar D sobre E sem tratar E como simplesmente errada."
814013,936,"NUCEPE UESPI","Ana Min (MPE PI)/MPE PI/Saúde/Assistente Social/2009",2009,VALIDA,14,true,
1714665,937,"CCC IFCE","Ass Soc (IF CE)/IF CE/2009",2009,VALIDA,14,true,
1517396,938,"FCC","AJ (TJ SE)/TJ SE/Psicologia/2009",2009,VALIDA,14,true,
1850573,939,"ITCO","Ass Soc (UFTM)/UFTM/2009",2009,VALIDA,14,true,
1714489,942,"CCC IFCE","Ass (IF CE)/IF CE/Alunos/2009",2009,VALIDA,14,true,
686025,944,"FCC","Prom Jus (MPE PE)/MPE PE/2008",2008,VALIDA,14,true,
1060353,948,"INSTITUTO OPET","Asst (CM Curitiba)/CM Curitiba/Social/2007",2007,VALIDA,14,true,
3949276,958,"IBFC","Prof (SEC BA)/SEC BA/Orientador de Estágio em Saúde/Enfermagem/2026",2026,VALIDA,14,true,
3986713,959,"FCC","Ana (MPE AL)/MPE AL/Assistência Social/2026",2026,VALIDA,14,true,
3542689,963,"IBADE","ASoc EEC (Pref Rolim de Moura)/Pref Rolim de Moura/2025",2025,VALIDA,14,true,
3606498,966,"CEBRASPE (CESPE)","AJ (TJ PA)/TJ PA/Serviço Social/2025",2025,VALIDA,14,true,
3606496,968,"CEBRASPE (CESPE)","AJ (TJ PA)/TJ PA/Serviço Social/2025",2025,VALIDA,14,true,
3750104,977,"FUNDATEC","Of Adm (Pref Soledade (RS))/Pref Soledade (RS)/2025",2025,VALIDA,14,true,
3764647,986,"CEV UECE","GCM (Pref Tauá)/Pref Tauá/2025",2025,VALIDA_COM_RESSALVA,14,true,"O enunciado descreve o gatilho do afastamento do agressor (art.12-C) apenas como ""risco atual ou iminente a vida ou a integridade fisica ou psicologica"" -- essa e a redacao anterior a ampliacao de 2026. A redacao vigente (Lei 15.411/2026) ampliou o rol de riscos cobertos para integridade fisica, sexual, psicologica, moral ou patrimonial -- uma enumeracao especifica dessas cinco modalidades, NAO uma referencia generica a ""todas as formas do art.7"". A violencia vicaria (inciso VI) NAO aparece nominalmente nesse rol ampliado. Isso nao muda o nucleo testado pelo gabarito (A, competencia do delegado de policia quando o municipio nao for sede de comarca, que permanece inalterada pela emenda de 2026 -- ela mudou o rol de riscos cobertos, nao a quem compete a medida), mas o enunciado precisa de nota atualizando a descricao do criterio de risco com precisao (fisica, sexual, psicologica, moral, patrimonial -- sem incluir vicaria nessa lista especifica) antes de fundamentar a futura explicacao."
3623830,988,"FUNDATEC","Ag Adm Sau (Pref Lajeado)/Pref Lajeado (RS)/2025",2025,VALIDA,14,true,
3852897,990,"FUNDATEC","OGM (Pref Imbé)/Pref Imbé/2025",2025,VALIDA,14,true,
3559251,993,"COGEPS UNIOESTE","GCM (Pref SM do Iguaçu)/Pref SM do Iguaçu/2025",2025,VALIDA,14,true,
3746791,997,"FGV","Ana Leg (ALEAM)/ALEAM/Psicólogo/2025",2025,VALIDA,14,true,
3746495,998,"FGV","Ana Leg (ALEAM)/ALEAM/Psicólogo/2025",2025,VALIDA,14,true,
